City,Gender,Senior_Citizen,Tenure_Months,Phone_Service,Internet_Service,Streaming TV,Streaming Movies,Contract,Payment Method,Monthly Charges,Total_Charges,Churn
La Grange,Female,No,72,Yes,Fiber optic,Yes,Yes,Two year,Bank transfer (automatic),109.2,7711.45,No
Le Grand,Female,Yes,26,Yes,Fiber optic,Yes,No,Month-to-month,Credit card (automatic),85.8,2193.65,No
Long Barn,Male,No,2,Yes,No,No internet service,No internet service,Month-to-month,Electronic check,19.65,31.2,No
Manteca,Female,No,2,Yes,No,No internet service,No internet service,One year,Bank transfer (automatic),20.5,38.25,No
Manteca,Female,No,36,Yes,DSL,Yes,Yes,One year,Credit card (automatic),89.65,3348.1,No
Mariposa,Male,No,7,Yes,Fiber optic,No,No,Month-to-month,Mailed check,74.35,533.6,No
Merced,Female,Yes,60,No,DSL,Yes,Yes,Two year,Credit card (automatic),49.45,2907.55,No
Midpines,Female,No,19,Yes,Fiber optic,No,Yes,Month-to-month,Electronic check,89.1,1620.8,No
Mi Wuk Village,Male,Yes,45,Yes,DSL,No,Yes,Two year,Credit card (automatic),75.15,3480.35,No
Merced,Male,Yes,4,Yes,Fiber optic,No,No,Month-to-month,Electronic check,70.65,293.85,No
Modesto,Male,No,47,Yes,Fiber optic,No,Yes,Month-to-month,Electronic check,90.05,4137.2,No
Modesto,Female,No,1,Yes,No,No internet service,No internet service,Month-to-month,Credit card (automatic),19.4,19.4,No
Modesto,Female,Yes,59,Yes,Fiber optic,No,Yes,Month-to-month,Credit card (automatic),88.75,5348.65,No
Newman,Male,Yes,35,Yes,Fiber optic,No,Yes,Month-to-month,Credit card (automatic),91,3180.5,No
Patterson,Male,No,32,Yes,Fiber optic,No,Yes,One year,Electronic check,90.8,3023.85,No
Ripon,Female,Yes,54,Yes,No,No internet service,No internet service,Two year,Mailed check,18.95,1031.1,No
Salida,Female,Yes,66,Yes,Fiber optic,Yes,Yes,Two year,Bank transfer (automatic),102.4,6471.85,No
Snelling,Male,No,61,Yes,Fiber optic,Yes,Yes,One year,Electronic check,99.9,6241.35,No
Sonora,Male,No,72,Yes,DSL,Yes,Yes,Two year,Credit card (automatic),88.7,6501.35,No
Soulsbyville,Male,No,44,No,DSL,Yes,Yes,One year,Electronic check,54.3,2317.1,No
Stevinson,Male,No,41,Yes,DSL,No,No,Month-to-month,Bank transfer (automatic),55.7,2237.55,No
Tracy,Male,No,50,Yes,Fiber optic,Yes,Yes,One year,Electronic check,103.95,5231.3,No
Turlock,Male,No,8,Yes,No,No internet service,No internet service,Two year,Mailed check,20.15,165.5,No
Turlock,Male,No,18,Yes,No,No internet service,No internet service,Month-to-month,Mailed check,20.05,358.5,No
Twain Harte,Male,No,72,Yes,DSL,Yes,Yes,Two year,Credit card (automatic),91.95,6614.9,No
Waterford,Female,Yes,42,Yes,DSL,No,No,Month-to-month,Electronic check,55.65,2421.75,No
Westley,Female,Yes,18,Yes,Fiber optic,No,No,Month-to-month,Electronic check,74.7,1294.6,No
Winton,Female,No,13,Yes,Fiber optic,Yes,Yes,One year,Credit card (automatic),104.15,1299.1,No
Yosemite National Park,Female,No,68,Yes,Fiber optic,No,No,One year,Bank transfer (automatic),83.65,5733.4,No
Santa Rosa,Male,No,69,Yes,Fiber optic,Yes,Yes,Two year,Credit card (automatic),110.05,7430.75,No
Santa Rosa,Male,No,25,Yes,No,No internet service,No internet service,Two year,Credit card (automatic),25.5,630.6,No
Santa Rosa,Female,No,59,Yes,No,No internet service,No internet service,Two year,Credit card (automatic),19.5,1222.65,No
Albion,Female,Yes,5,Yes,Fiber optic,No,No,Month-to-month,Electronic check,80.7,374.8,No
Boonville,Female,No,69,Yes,Fiber optic,Yes,No,One year,Credit card (automatic),105.1,7234.8,No
Branscomb,Male,No,13,No,DSL,No,No,Month-to-month,Bank transfer (automatic),25.15,331.85,No
Cazadero,Male,No,52,Yes,Fiber optic,No,Yes,Month-to-month,Credit card (automatic),95.65,5088.4,No
Clearlake Oaks,Male,No,61,Yes,DSL,No,Yes,Two year,Bank transfer (automatic),80.8,4860.85,No
Cloverdale,Male,No,29,No,DSL,No,No,One year,Mailed check,24.85,788.05,No
Cobb,Female,No,25,Yes,DSL,No,No,One year,Credit card (automatic),54.75,1266.35,No
Covelo,Male,No,15,No,DSL,Yes,Yes,One year,Electronic check,50.75,688.2,No
Dos Rios,Female,No,19,Yes,No,No internet service,No internet service,Two year,Mailed check,20.15,387.7,No
Duncans Mills,Male,No,44,Yes,No,No internet service,No internet service,Two year,Mailed check,20.05,845.25,No
Elk,Male,No,58,Yes,DSL,No,No,Two year,Credit card (automatic),71.6,4230.25,No
Forestville,Male,No,62,Yes,Fiber optic,No,No,One year,Credit card (automatic),81.45,4983.05,No
Fort Bragg,Female,No,70,No,DSL,Yes,Yes,One year,Bank transfer (automatic),58.4,4113.15,No
Geyserville,Male,No,10,No,DSL,No,Yes,Two year,Credit card (automatic),53.7,521,No
Glen Ellen,Male,No,26,Yes,No,No internet service,No internet service,One year,Bank transfer (automatic),19.6,471.85,No
Glenhaven,Male,No,66,Yes,Fiber optic,No,Yes,Month-to-month,Credit card (automatic),89.4,5976.9,No
Gualala,Male,No,51,Yes,Fiber optic,No,No,One year,Bank transfer (automatic),84.2,4299.75,No
Guerneville,Male,No,72,Yes,Fiber optic,Yes,No,Two year,Credit card (automatic),106.1,7548.6,No
Healdsburg,Male,No,65,Yes,No,No internet service,No internet service,Two year,Mailed check,25.75,1654.75,No
Jenner,Male,No,70,Yes,DSL,No,No,One year,Bank transfer (automatic),64.95,4551.5,No
Kelseyville,Male,No,72,Yes,DSL,Yes,Yes,Two year,Credit card (automatic),85.45,6227.5,No
Kenwood,Female,No,1,Yes,No,No internet service,No internet service,Month-to-month,Mailed check,20.05,20.05,No
Little River,Male,No,3,Yes,No,No internet service,No internet service,Month-to-month,Mailed check,20.7,57.5,No
Lower Lake,Male,No,58,Yes,No,No internet service,No internet service,Two year,Credit card (automatic),25.3,1474.35,No
Manchester,Male,Yes,33,Yes,Fiber optic,Yes,Yes,Month-to-month,Bank transfer (automatic),100.6,3270.25,No
Middletown,Male,Yes,54,Yes,Fiber optic,No,No,Month-to-month,Bank transfer (automatic),74,3919.15,No
Monte Rio,Male,No,72,Yes,Fiber optic,Yes,Yes,Two year,Electronic check,99.4,7285.7,No
Occidental,Female,No,72,Yes,Fiber optic,No,Yes,Two year,Credit card (automatic),107.45,7658.3,No
Philo,Female,No,72,Yes,DSL,Yes,Yes,Two year,Credit card (automatic),83.6,5959.3,No
Point Arena,Male,Yes,54,Yes,Fiber optic,Yes,Yes,Month-to-month,Credit card (automatic),99.05,5295.7,No
Potter Valley,Female,No,59,Yes,DSL,Yes,Yes,One year,Electronic check,80.1,4693.2,No
Redwood Valley,Male,No,54,Yes,DSL,Yes,No,Two year,Bank transfer (automatic),65.3,3512.9,No
Rio Nido,Male,No,60,Yes,Fiber optic,Yes,No,Two year,Electronic check,89.55,5231.2,No
Sebastopol,Female,No,60,No,DSL,Yes,Yes,Two year,Credit card (automatic),60.8,3603.45,No
Sonoma,Male,No,3,Yes,Fiber optic,No,No,Month-to-month,Electronic check,74.5,217.45,No
Ukiah,Female,No,69,Yes,Fiber optic,Yes,Yes,Two year,Bank transfer (automatic),99.15,6875.35,No
Upper Lake,Female,No,1,Yes,No,No internet service,No internet service,Month-to-month,Electronic check,19.25,19.25,No
Westport,Male,No,50,No,DSL,Yes,No,Month-to-month,Credit card (automatic),39.45,2021.35,No
Willits,Female,No,56,No,DSL,Yes,Yes,Month-to-month,Credit card (automatic),44.85,2564.95,No
Windsor,Female,No,60,Yes,Fiber optic,Yes,Yes,Two year,Electronic check,97.2,5611.75,No
Witter Springs,Male,Yes,69,Yes,Fiber optic,Yes,Yes,One year,Mailed check,110.55,7610.1,No
Eureka,Female,No,3,Yes,No,No internet service,No internet service,Month-to-month,Mailed check,19.9,45.75,No
Eureka,Male,No,60,Yes,DSL,Yes,Yes,Two year,Bank transfer (automatic),76.95,4543.95,No
Alderpoint,Female,No,13,No,DSL,No,No,Two year,Mailed check,35.4,450.4,No
Blocksburg,Male,No,62,Yes,No,No internet service,No internet service,Two year,Bank transfer (automatic),20.45,1297.35,No
Mckinleyville,Female,No,45,Yes,Fiber optic,No,Yes,One year,Bank transfer (automatic),96.75,4442.75,No
Arcata,Female,No,25,No,DSL,Yes,Yes,One year,Electronic check,54.2,1423.15,No
Bayside,Male,No,44,Yes,Fiber optic,Yes,Yes,Two year,Bank transfer (automatic),100.1,4378.35,No
Blue Lake,Female,No,2,Yes,DSL,No,No,Month-to-month,Mailed check,45.25,74.2,No
Carlotta,Female,No,22,Yes,No,No internet service,No internet service,One year,Bank transfer (automatic),20.85,450.65,No
Crescent City,Female,No,35,No,DSL,No,No,Month-to-month,Mailed check,33.45,1175.85,No
Ferndale,Female,No,29,Yes,No,No internet service,No internet service,Two year,Mailed check,20.2,558.8,No
Fields Landing,Male,Yes,27,Yes,Fiber optic,No,No,One year,Electronic check,85.9,2220.1,No
Fortuna,Male,No,54,Yes,DSL,No,No,One year,Electronic check,61,3283.05,No
Gasquet,Male,No,57,Yes,Fiber optic,Yes,No,One year,Electronic check,86.9,4939.25,No
Honeydew,Male,No,62,Yes,DSL,No,No,Two year,Bank transfer (automatic),69.4,4237.5,No
Hoopa,Female,No,15,Yes,No,No internet service,No internet service,One year,Credit card (automatic),20.35,335.95,No
Klamath,Female,No,70,Yes,Fiber optic,Yes,Yes,Two year,Bank transfer (automatic),104.3,7188.5,No
Kneeland,Female,No,21,Yes,DSL,No,No,Month-to-month,Electronic check,44.95,926.25,No
Korbel,Female,No,23,Yes,DSL,No,No,One year,Electronic check,49.45,1119.35,No
Loleta,Male,No,6,Yes,No,No internet service,No internet service,One year,Mailed check,20.6,116.6,No
Mad River,Male,No,4,Yes,No,No internet service,No internet service,Two year,Credit card (automatic),19.55,68.8,No
Myers Flat,Female,No,23,Yes,Fiber optic,Yes,Yes,Month-to-month,Electronic check,93.5,2341.55,No
Orick,Male,No,26,No,DSL,Yes,Yes,One year,Credit card (automatic),54.55,1362.85,No
Orleans,Female,No,8,Yes,No,No internet service,No internet service,Month-to-month,Mailed check,20.05,163.6,No
Phillipsville,Male,No,2,Yes,Fiber optic,No,No,Month-to-month,Electronic check,79.45,145.15,No
Salyer,Female,No,59,Yes,DSL,No,Yes,One year,Credit card (automatic),79.85,4786.1,No
Samoa,Male,No,39,Yes,Fiber optic,Yes,Yes,One year,Electronic check,100,3835.55,No
Scotia,Male,No,21,Yes,No,No internet service,No internet service,Two year,Mailed check,19.6,397,No
Somes Bar,Female,No,48,Yes,No,No internet service,No internet service,Two year,Bank transfer (automatic),20.2,1027.25,No
Redcrest,Female,Yes,31,No,DSL,No,Yes,One year,Credit card (automatic),50.4,1580.1,No
Trinidad,Female,No,64,Yes,Fiber optic,Yes,Yes,One year,Electronic check,113.35,7222.75,No
Weott,Male,No,46,Yes,Fiber optic,No,No,Month-to-month,Bank transfer (automatic),80,3769.7,No
Willow Creek,Female,No,52,Yes,DSL,Yes,Yes,Two year,Bank transfer (automatic),80.95,4233.95,No
Leggett,Female,No,67,Yes,No,No internet service,No internet service,Two year,Mailed check,24.9,1680.25,No
Piercy,Female,Yes,67,Yes,DSL,No,No,Month-to-month,Electronic check,54.9,3725.5,No
Zenia,Female,No,71,Yes,Fiber optic,Yes,Yes,Two year,Electronic check,109.25,7707.7,No
Auburn,Male,No,71,Yes,Fiber optic,Yes,Yes,One year,Bank transfer (automatic),116.3,8309.55,No
West Sacramento,Female,No,32,Yes,No,No internet service,No internet service,Month-to-month,Bank transfer (automatic),19.9,601.55,No
Brooks,Female,No,2,Yes,Fiber optic,No,No,Month-to-month,Electronic check,70.35,139.25,No
Capay,Female,No,71,Yes,No,No internet service,No internet service,Two year,Credit card (automatic),25.6,1888.25,No
Carmichael,Female,No,60,No,DSL,No,Yes,One year,Electronic check,44.45,2773.9,No
Citrus Heights,Female,Yes,55,Yes,Fiber optic,Yes,Yes,One year,Electronic check,100.15,5409.75,No
Courtland,Female,No,6,Yes,Fiber optic,No,No,Month-to-month,Mailed check,73.85,401.3,No
Davis,Female,No,48,Yes,DSL,No,Yes,Two year,Credit card (automatic),70.1,3238.4,No
Davis,Male,No,63,Yes,No,No internet service,No internet service,Two year,Mailed check,25.25,1573.05,No
Dixon,Male,No,12,Yes,No,No internet service,No internet service,Month-to-month,Credit card (automatic),21.05,235.8,No
Citrus Heights,Male,Yes,54,No,DSL,No,No,Month-to-month,Bank transfer (automatic),24.95,1364.75,No
El Dorado,Female,No,30,Yes,DSL,Yes,No,One year,Electronic check,64.5,1985.15,No
Elverta,Female,No,40,Yes,Fiber optic,Yes,Yes,One year,Credit card (automatic),105.95,4335.2,No
Esparto,Female,No,9,Yes,Fiber optic,No,No,Month-to-month,Electronic check,75.85,647.5,No
Fiddletown,Female,No,62,No,DSL,No,Yes,Two year,Credit card (automatic),43.6,2748.7,No
Folsom,Male,No,28,Yes,Fiber optic,Yes,No,One year,Bank transfer (automatic),91.25,2483.65,No
Foresthill,Female,No,70,Yes,DSL,Yes,Yes,Two year,Credit card (automatic),89.75,6367.2,No
Galt,Female,No,46,Yes,Fiber optic,Yes,Yes,Two year,Bank transfer (automatic),104.4,4904.2,No
Garden Valley,Female,No,23,Yes,Fiber optic,No,Yes,Month-to-month,Mailed check,90.15,2044.95,No
Georgetown,Male,No,47,No,DSL,No,No,One year,Electronic check,40.3,1794.8,No
Greenwood,Male,No,68,Yes,Fiber optic,Yes,Yes,Two year,Bank transfer (automatic),105.25,7173.15,No
Guinda,Female,No,67,Yes,Fiber optic,Yes,Yes,Two year,Electronic check,104,7039.05,No
Herald,Female,No,14,Yes,DSL,Yes,Yes,Month-to-month,Electronic check,69.65,921.4,No
Hood,Male,No,57,Yes,Fiber optic,No,No,Month-to-month,Electronic check,74.3,4018.35,No
Ione,Female,No,55,Yes,Fiber optic,Yes,Yes,One year,Mailed check,100.9,5448.6,No
Isleton,Male,No,1,Yes,No,No internet service,No internet service,Month-to-month,Mailed check,20.25,20.25,No
Knights Landing,Male,No,23,Yes,Fiber optic,Yes,No,Month-to-month,Credit card (automatic),96.9,2085.45,No
Lincoln,Male,No,47,Yes,Fiber optic,Yes,Yes,Month-to-month,Electronic check,104.1,5135.15,No
Loomis,Male,No,38,Yes,No,No internet service,No internet service,One year,Mailed check,20.1,730.1,No
Madison,Female,Yes,2,Yes,DSL,No,No,Month-to-month,Credit card (automatic),56.55,118.25,No
Newcastle,Male,No,15,Yes,Fiber optic,No,No,Month-to-month,Bank transfer (automatic),68.6,1108.6,No
Nicolaus,Female,No,26,Yes,Fiber optic,No,No,Month-to-month,Credit card (automatic),69.05,1815.65,No
North Highlands,Female,No,35,Yes,No,No internet service,No internet service,Two year,Credit card (automatic),19.7,730.4,No
Roseville,Male,No,3,Yes,No,No internet service,No internet service,Month-to-month,Mailed check,20.05,75.45,No
Penryn,Male,No,42,Yes,Fiber optic,No,Yes,Month-to-month,Electronic check,94.4,4014.6,No
Pilot Hill,Male,No,10,Yes,DSL,No,No,Month-to-month,Credit card (automatic),54.95,568.85,No
Pine Grove,Female,No,61,Yes,Fiber optic,No,Yes,One year,Bank transfer (automatic),93.7,5860.7,No
Pioneer,Female,No,68,Yes,Fiber optic,Yes,Yes,Two year,Credit card (automatic),110.25,7279.35,No
Placerville,Male,No,10,Yes,Fiber optic,Yes,Yes,One year,Electronic check,98.9,1064.95,No
Plymouth,Female,No,72,Yes,DSL,Yes,Yes,Two year,Bank transfer (automatic),80.45,5886.85,No
Rancho Cordova,Male,No,55,Yes,Fiber optic,No,No,Month-to-month,Electronic check,79.4,4238.45,No
Rio Linda,Female,No,7,Yes,DSL,No,Yes,Month-to-month,Bank transfer (automatic),62.8,418.3,No
Rio Oso,Female,No,2,Yes,Fiber optic,No,No,Month-to-month,Mailed check,74.9,136.05,No
River Pines,Female,No,9,Yes,Fiber optic,No,No,Month-to-month,Electronic check,74.85,708.2,No
Rocklin,Male,No,27,Yes,No,No internet service,No internet service,Two year,Credit card (automatic),25.85,788.55,No
Sheridan,Female,No,64,Yes,DSL,No,Yes,Two year,Mailed check,68.3,4378.8,No
Shingle Springs,Male,No,70,No,DSL,No,Yes,Two year,Bank transfer (automatic),48.4,3442.8,No
Somerset,Male,Yes,67,Yes,Fiber optic,Yes,Yes,Two year,Electronic check,105.05,7171.7,No
Thornton,Female,No,24,Yes,No,No internet service,No internet service,Two year,Credit card (automatic),25.15,553,No
Vacaville,Male,No,4,Yes,No,No internet service,No internet service,Two year,Credit card (automatic),19.5,96.85,No
Vacaville,Male,No,44,Yes,Fiber optic,Yes,Yes,Month-to-month,Bank transfer (automatic),92.95,4122.9,No
Volcano,Female,No,72,Yes,No,No internet service,No internet service,Two year,Mailed check,20.7,1482.3,No
West Sacramento,Male,No,66,Yes,No,No internet service,No internet service,Two year,Bank transfer (automatic),19.35,1240.8,No
Woodland,Male,Yes,65,Yes,Fiber optic,Yes,Yes,Month-to-month,Electronic check,104.35,6578.55,No
Alta,Male,No,1,Yes,No,No internet service,No internet service,Month-to-month,Mailed check,19.55,19.55,No
Applegate,Male,No,38,Yes,DSL,Yes,No,One year,Electronic check,74.05,2802.3,No
Camino,Male,No,23,No,DSL,No,No,Two year,Mailed check,40.1,857.75,No
Colfax,Female,No,10,Yes,No,No internet service,No internet service,One year,Mailed check,20.1,184.4,No
Emigrant Gap,Male,No,72,Yes,DSL,Yes,Yes,Two year,Credit card (automatic),83.55,6093.3,No
Gold Run,Female,No,35,Yes,DSL,No,No,Month-to-month,Electronic check,56.85,1861.1,No
Echo Lake,Female,No,58,Yes,No,No internet service,No internet service,Two year,Credit card (automatic),19.55,1079.65,No
Meadow Vista,Male,No,70,Yes,Fiber optic,Yes,Yes,One year,Electronic check,106.15,7475.1,No
Pollock Pines,Male,No,38,Yes,DSL,Yes,Yes,One year,Credit card (automatic),78.95,2862.55,No
Soda Springs,Female,No,60,No,DSL,Yes,Yes,Month-to-month,Electronic check,49.75,3069.45,No
Twin Bridges,Male,No,26,Yes,Fiber optic,Yes,No,Month-to-month,Credit card (automatic),92.4,2349.8,No
Weimar,Female,No,8,Yes,DSL,No,No,One year,Bank transfer (automatic),58.2,469.25,No
Granite Bay,Female,Yes,36,Yes,Fiber optic,Yes,No,Month-to-month,Credit card (automatic),91.95,3301.05,No
Roseville,Male,Yes,54,Yes,DSL,No,Yes,One year,Bank transfer (automatic),65.25,3529.95,No
El Dorado Hills,Female,No,55,Yes,Fiber optic,No,No,Month-to-month,Electronic check,73.1,4144.9,No
Rocklin,Female,No,72,Yes,DSL,No,No,Two year,Bank transfer (automatic),59.75,4265,No
Sacramento,Female,No,54,Yes,DSL,No,No,Two year,Bank transfer (automatic),59.8,3246.45,No
Sacramento,Male,No,72,Yes,Fiber optic,Yes,Yes,Two year,Bank transfer (automatic),116.6,8337.45,No
Sacramento,Male,No,52,Yes,Fiber optic,Yes,Yes,Two year,Electronic check,109.3,5731.4,No
Sacramento,Female,Yes,60,Yes,Fiber optic,Yes,Yes,One year,Bank transfer (automatic),101.4,6176.6,No
Sacramento,Female,No,39,No,DSL,Yes,Yes,Month-to-month,Credit card (automatic),50.65,1905.4,No
Sacramento,Female,No,15,Yes,DSL,Yes,No,One year,Mailed check,56.15,931.9,No
Sacramento,Male,No,43,Yes,No,No internet service,No internet service,One year,Mailed check,19.2,776.25,No
Sacramento,Female,Yes,63,Yes,DSL,Yes,No,One year,Bank transfer (automatic),83,5243.05,No
Sacramento,Male,Yes,2,Yes,Fiber optic,No,No,Month-to-month,Electronic check,70.1,141.65,No
Sacramento,Female,No,72,Yes,Fiber optic,Yes,Yes,Two year,Bank transfer (automatic),108.3,7679.65,No
Sacramento,Male,No,40,Yes,No,No internet service,No internet service,Two year,Credit card (automatic),25.25,1006.9,No
Sacramento,Female,No,58,No,DSL,Yes,No,One year,Electronic check,45.35,2540.1,No
Sacramento,Male,No,67,No,DSL,Yes,No,Two year,Electronic check,43.9,3097.2,No
Sacramento,Male,No,31,Yes,DSL,Yes,Yes,One year,Mailed check,79.3,2484,No
Sacramento,Male,Yes,69,Yes,Fiber optic,No,No,Month-to-month,Credit card (automatic),84.9,5785.65,No
Sacramento,Male,No,32,Yes,Fiber optic,No,No,One year,Electronic check,79.25,2619.15,No
Sacramento,Female,No,21,Yes,DSL,Yes,No,Two year,Credit card (automatic),71.05,1524.85,No
Sacramento,Male,No,52,Yes,DSL,No,No,One year,Electronic check,53.75,2790.65,No
Sacramento,Female,No,72,Yes,No,No internet service,No internet service,Two year,Credit card (automatic),24.25,1784.5,No
Sacramento,Male,No,52,No,DSL,No,Yes,One year,Bank transfer (automatic),44.25,2276.1,No
Sacramento,Female,No,41,Yes,DSL,No,No,One year,Bank transfer (automatic),50.05,2029.05,No
Sacramento,Male,No,41,Yes,No,No internet service,No internet service,Two year,Mailed check,20.15,802.35,No
